row_number,module_name,fecha,anio,mes_num,mes_nombre,periodo,registro_valido,estado_fila_norm,row_alert_estado_incompleto,municipio,tipo_estudio,estado_estudio,se_finalizo_mes,es_rs_comercial_mercados,cuenta_indicador_estudio,sectores,instituciones_apoyo,observaciones
335,estudios,,,,,,False,,False,,,,False,False,False,,,
336,estudios,,,,,,False,,False,,,,False,False,False,,,
337,estudios,,,,,,False,,False,,,,False,False,False,,,
338,estudios,,,,,,False,,False,,,,False,False,False,,,
339,estudios,,,,,,False,,False,,,,False,False,False,,,
340,estudios,,,,,,False,,False,,,,False,False,False,,,
341,estudios,,,,,,False,,False,,,,False,False,False,,,
342,estudios,,,,,,False,,False,,,,False,False,False,,,
343,estudios,,,,,,False,,False,,,,False,False,False,,,
344,estudios,,,,,,False,,False,,,,False,False,False,,,
345,estudios,,,,,,False,,False,,,,False,False,False,,,
346,estudios,,,,,,False,,False,,,,False,False,False,,,
347,estudios,,,,,,False,,False,,,,False,False,False,,,
348,estudios,,,,,,False,,False,,,,False,False,False,,,
349,estudios,,,,,,False,,False,,,,False,False,False,,,
350,estudios,,,,,,False,,False,,,,False,False,False,,,
351,estudios,,,,,,False,,False,,,,False,False,False,,,
352,estudios,,,,,,False,,False,,,,False,False,False,,,
353,estudios,,,,,,False,,False,,,,False,False,False,,,
354,estudios,,,,,,False,,False,,,,False,False,False,,,
355,estudios,,,,,,False,,False,,,,False,False,False,,,
356,estudios,,,,,,False,,False,,,,False,False,False,,,
357,estudios,,,,,,False,,False,,,,False,False,False,,,
358,estudios,,,,,,False,,False,,,,False,False,False,,,
359,estudios,,,,,,False,,False,,,,False,False,False,,,
360,estudios,,,,,,False,,False,,,,False,False,False,,,
361,estudios,,,,,,False,,False,,,,False,False,False,,,
362,estudios,,,,,,False,,False,,,,False,False,False,,,
363,estudios,,,,,,False,,False,,,,False,False,False,,,
364,estudios,,,,,,False,,False,,,,False,False,False,,,
365,estudios,,,,,,False,,False,,,,False,False,False,,,
366,estudios,,,,,,False,,False,,,,False,False,False,,,
367,estudios,,,,,,False,,False,,,,False,False,False,,,
368,estudios,,,,,,False,,False,,,,False,False,False,,,
369,estudios,,,,,,False,,False,,,,False,False,False,,,
370,estudios,,,,,,False,,False,,,,False,False,False,,,
371,estudios,,,,,,False,,False,,,,False,False,False,,,
372,estudios,,,,,,False,,False,,,,False,False,False,,,
373,estudios,,,,,,False,,False,,,,False,False,False,,,
374,estudios,,,,,,False,,False,,,,False,False,False,,,
375,estudios,,,,,,False,,False,,,,False,False,False,,,
376,estudios,,,,,,False,,False,,,,False,False,False,,,
377,estudios,,,,,,False,,False,,,,False,False,False,,,
378,estudios,,,,,,False,,False,,,,False,False,False,,,
379,estudios,,,,,,False,,False,,,,False,False,False,,,
380,estudios,,,,,,False,,False,,,,False,False,False,,,
381,estudios,,,,,,False,,False,,,,False,False,False,,,
382,estudios,,,,,,False,,False,,,,False,False,False,,,
383,estudios,,,,,,False,,False,,,,False,False,False,,,
384,estudios,,,,,,False,,False,,,,False,False,False,,,
385,estudios,,,,,,False,,False,,,,False,False,False,,,
386,estudios,,,,,,False,,False,,,,False,False,False,,,
387,estudios,,,,,,False,,False,,,,False,False,False,,,
388,estudios,,,,,,False,,False,,,,False,False,False,,,
389,estudios,,,,,,False,,False,,,,False,False,False,,,
390,estudios,,,,,,False,,False,,,,False,False,False,,,
391,estudios,,,,,,False,,False,,,,False,False,False,,,
392,estudios,,,,,,False,,False,,,,False,False,False,,,
393,estudios,,,,,,False,,False,,,,False,False,False,,,
394,estudios,,,,,,False,,False,,,,False,False,False,,,
395,estudios,,,,,,False,,False,,,,False,False,False,,,
396,estudios,,,,,,False,,False,,,,False,False,False,,,
397,estudios,,,,,,False,,False,,,,False,False,False,,,
398,estudios,,,,,,False,,False,,,,False,False,False,,,
399,estudios,,,,,,False,,False,,,,False,False,False,,,
400,estudios,,,,,,False,,False,,,,False,False,False,,,
401,estudios,,,,,,False,,False,,,,False,False,False,,,
402,estudios,,,,,,False,,False,,,,False,False,False,,,
403,estudios,,,,,,False,,False,,,,False,False,False,,,
404,estudios,,,,,,False,,False,,,,False,False,False,,,
405,estudios,,,,,,False,,False,,,,False,False,False,,,
406,estudios,,,,,,False,,False,,,,False,False,False,,,
407,estudios,,,,,,False,,False,,,,False,False,False,,,
408,estudios,,,,,,False,,False,,,,False,False,False,,,
409,estudios,,,,,,False,,False,,,,False,False,False,,,
410,estudios,,,,,,False,,False,,,,False,False,False,,,
411,estudios,,,,,,False,,False,,,,False,False,False,,,
412,estudios,,,,,,False,,False,,,,False,False,False,,,
413,estudios,,,,,,False,,False,,,,False,False,False,,,
414,estudios,,,,,,False,,False,,,,False,False,False,,,
415,estudios,,,,,,False,,False,,,,False,False,False,,,
416,estudios,,,,,,False,,False,,,,False,False,False,,,
417,estudios,,,,,,False,,False,,,,False,False,False,,,
418,estudios,,,,,,False,,False,,,,False,False,False,,,
419,estudios,,,,,,False,,False,,,,False,False,False,,,
420,estudios,,,,,,False,,False,,,,False,False,False,,,
421,estudios,,,,,,False,,False,,,,False,False,False,,,
422,estudios,,,,,,False,,False,,,,False,False,False,,,
423,estudios,,,,,,False,,False,,,,False,False,False,,,
424,estudios,,,,,,False,,False,,,,False,False,False,,,
425,estudios,,,,,,False,,False,,,,False,False,False,,,
426,estudios,,,,,,False,,False,,,,False,False,False,,,
427,estudios,,,,,,False,,False,,,,False,False,False,,,
428,estudios,,,,,,False,,False,,,,False,False,False,,,
429,estudios,,,,,,False,,False,,,,False,False,False,,,
430,estudios,,,,,,False,,False,,,,False,False,False,,,
431,estudios,,,,,,False,,False,,,,False,False,False,,,
432,estudios,,,,,,False,,False,,,,False,False,False,,,
433,estudios,,,,,,False,,False,,,,False,False,False,,,
434,estudios,,,,,,False,,False,,,,False,False,False,,,
435,estudios,,,,,,False,,False,,,,False,False,False,,,
436,estudios,,,,,,False,,False,,,,False,False,False,,,
437,estudios,,,,,,False,,False,,,,False,False,False,,,
438,estudios,,,,,,False,,False,,,,False,False,False,,,
439,estudios,,,,,,False,,False,,,,False,False,False,,,
440,estudios,,,,,,False,,False,,,,False,False,False,,,
441,estudios,,,,,,False,,False,,,,False,False,False,,,
442,estudios,,,,,,False,,False,,,,False,False,False,,,
443,estudios,,,,,,False,,False,,,,False,False,False,,,
444,estudios,,,,,,False,,False,,,,False,False,False,,,
445,estudios,,,,,,False,,False,,,,False,False,False,,,
446,estudios,,,,,,False,,False,,,,False,False,False,,,
447,estudios,,,,,,False,,False,,,,False,False,False,,,
448,estudios,,,,,,False,,False,,,,False,False,False,,,
449,estudios,,,,,,False,,False,,,,False,False,False,,,
450,estudios,,,,,,False,,False,,,,False,False,False,,,
451,estudios,,,,,,False,,False,,,,False,False,False,,,
452,estudios,,,,,,False,,False,,,,False,False,False,,,
453,estudios,,,,,,False,,False,,,,False,False,False,,,
454,estudios,,,,,,False,,False,,,,False,False,False,,,
455,estudios,,,,,,False,,False,,,,False,False,False,,,
456,estudios,,,,,,False,,False,,,,False,False,False,,,
457,estudios,,,,,,False,,False,,,,False,False,False,,,
458,estudios,,,,,,False,,False,,,,False,False,False,,,
459,estudios,,,,,,False,,False,,,,False,False,False,,,
460,estudios,,,,,,False,,False,,,,False,False,False,,,
461,estudios,,,,,,False,,False,,,,False,False,False,,,
462,estudios,,,,,,False,,False,,,,False,False,False,,,
463,estudios,,,,,,False,,False,,,,False,False,False,,,
464,estudios,,,,,,False,,False,,,,False,False,False,,,
465,estudios,,,,,,False,,False,,,,False,False,False,,,
466,estudios,,,,,,False,,False,,,,False,False,False,,,
467,estudios,,,,,,False,,False,,,,False,False,False,,,
468,estudios,,,,,,False,,False,,,,False,False,False,,,
469,estudios,,,,,,False,,False,,,,False,False,False,,,
470,estudios,,,,,,False,,False,,,,False,False,False,,,
471,estudios,,,,,,False,,False,,,,False,False,False,,,
472,estudios,,,,,,False,,False,,,,False,False,False,,,
473,estudios,,,,,,False,,False,,,,False,False,False,,,
474,estudios,,,,,,False,,False,,,,False,False,False,,,
475,estudios,,,,,,False,,False,,,,False,False,False,,,
476,estudios,,,,,,False,,False,,,,False,False,False,,,
477,estudios,,,,,,False,,False,,,,False,False,False,,,
478,estudios,,,,,,False,,False,,,,False,False,False,,,
479,estudios,,,,,,False,,False,,,,False,False,False,,,
480,estudios,,,,,,False,,False,,,,False,False,False,,,
481,estudios,,,,,,False,,False,,,,False,False,False,,,
482,estudios,,,,,,False,,False,,,,False,False,False,,,
483,estudios,,,,,,False,,False,,,,False,False,False,,,
484,estudios,,,,,,False,,False,,,,False,False,False,,,
485,estudios,,,,,,False,,False,,,,False,False,False,,,
486,estudios,,,,,,False,,False,,,,False,False,False,,,
487,estudios,,,,,,False,,False,,,,False,False,False,,,
488,estudios,,,,,,False,,False,,,,False,False,False,,,
489,estudios,,,,,,False,,False,,,,False,False,False,,,
490,estudios,,,,,,False,,False,,,,False,False,False,,,
491,estudios,,,,,,False,,False,,,,False,False,False,,,
492,estudios,,,,,,False,,False,,,,False,False,False,,,
493,estudios,,,,,,False,,False,,,,False,False,False,,,
494,estudios,,,,,,False,,False,,,,False,False,False,,,
495,estudios,,,,,,False,,False,,,,False,False,False,,,
496,estudios,,,,,,False,,False,,,,False,False,False,,,
497,estudios,,,,,,False,,False,,,,False,False,False,,,
498,estudios,,,,,,False,,False,,,,False,False,False,,,
499,estudios,,,,,,False,,False,,,,False,False,False,,,
500,estudios,,,,,,False,,False,,,,False,False,False,,,
501,estudios,,,,,,False,,False,,,,False,False,False,,,
502,estudios,,,,,,False,,False,,,,False,False,False,,,
503,estudios,,,,,,False,,False,,,,False,False,False,,,
504,estudios,,,,,,False,,False,,,,False,False,False,,,
505,estudios,,,,,,False,,False,,,,False,False,False,,,
506,estudios,,,,,,False,,False,,,,False,False,False,,,
507,estudios,,,,,,False,,False,,,,False,False,False,,,
508,estudios,,,,,,False,,False,,,,False,False,False,,,
509,estudios,,,,,,False,,False,,,,False,False,False,,,
510,estudios,,,,,,False,,False,,,,False,False,False,,,
511,estudios,,,,,,False,,False,,,,False,False,False,,,
512,estudios,,,,,,False,,False,,,,False,False,False,,,
513,estudios,,,,,,False,,False,,,,False,False,False,,,
514,estudios,,,,,,False,,False,,,,False,False,False,,,
515,estudios,,,,,,False,,False,,,,False,False,False,,,
516,estudios,,,,,,False,,False,,,,False,False,False,,,
517,estudios,,,,,,False,,False,,,,False,False,False,,,
518,estudios,,,,,,False,,False,,,,False,False,False,,,
519,estudios,,,,,,False,,False,,,,False,False,False,,,
520,estudios,,,,,,False,,False,,,,False,False,False,,,
521,estudios,,,,,,False,,False,,,,False,False,False,,,
522,estudios,,,,,,False,,False,,,,False,False,False,,,
523,estudios,,,,,,False,,False,,,,False,False,False,,,
524,estudios,,,,,,False,,False,,,,False,False,False,,,
525,estudios,,,,,,False,,False,,,,False,False,False,,,
526,estudios,,,,,,False,,False,,,,False,False,False,,,
527,estudios,,,,,,False,,False,,,,False,False,False,,,
528,estudios,,,,,,False,,False,,,,False,False,False,,,
529,estudios,,,,,,False,,False,,,,False,False,False,,,
530,estudios,,,,,,False,,False,,,,False,False,False,,,
531,estudios,,,,,,False,,False,,,,False,False,False,,,
532,estudios,,,,,,False,,False,,,,False,False,False,,,
533,estudios,,,,,,False,,False,,,,False,False,False,,,
534,estudios,,,,,,False,,False,,,,False,False,False,,,
535,estudios,,,,,,False,,False,,,,False,False,False,,,
536,estudios,,,,,,False,,False,,,,False,False,False,,,
537,estudios,,,,,,False,,False,,,,False,False,False,,,
538,estudios,,,,,,False,,False,,,,False,False,False,,,
539,estudios,,,,,,False,,False,,,,False,False,False,,,
540,estudios,,,,,,False,,False,,,,False,False,False,,,
541,estudios,,,,,,False,,False,,,,False,False,False,,,
542,estudios,,,,,,False,,False,,,,False,False,False,,,
543,estudios,,,,,,False,,False,,,,False,False,False,,,
544,estudios,,,,,,False,,False,,,,False,False,False,,,
545,estudios,,,,,,False,,False,,,,False,False,False,,,
546,estudios,,,,,,False,,False,,,,False,False,False,,,
547,estudios,,,,,,False,,False,,,,False,False,False,,,
548,estudios,,,,,,False,,False,,,,False,False,False,,,
549,estudios,,,,,,False,,False,,,,False,False,False,,,
550,estudios,,,,,,False,,False,,,,False,False,False,,,
551,estudios,,,,,,False,,False,,,,False,False,False,,,
552,estudios,,,,,,False,,False,,,,False,False,False,,,
553,estudios,,,,,,False,,False,,,,False,False,False,,,
554,estudios,,,,,,False,,False,,,,False,False,False,,,
555,estudios,,,,,,False,,False,,,,False,False,False,,,
556,estudios,,,,,,False,,False,,,,False,False,False,,,
557,estudios,,,,,,False,,False,,,,False,False,False,,,
558,estudios,,,,,,False,,False,,,,False,False,False,,,
559,estudios,,,,,,False,,False,,,,False,False,False,,,
560,estudios,,,,,,False,,False,,,,False,False,False,,,
561,estudios,,,,,,False,,False,,,,False,False,False,,,
562,estudios,,,,,,False,,False,,,,False,False,False,,,
563,estudios,,,,,,False,,False,,,,False,False,False,,,
564,estudios,,,,,,False,,False,,,,False,False,False,,,
565,estudios,,,,,,False,,False,,,,False,False,False,,,
566,estudios,,,,,,False,,False,,,,False,False,False,,,
567,estudios,,,,,,False,,False,,,,False,False,False,,,
568,estudios,,,,,,False,,False,,,,False,False,False,,,
569,estudios,,,,,,False,,False,,,,False,False,False,,,
570,estudios,,,,,,False,,False,,,,False,False,False,,,
571,estudios,,,,,,False,,False,,,,False,False,False,,,
572,estudios,,,,,,False,,False,,,,False,False,False,,,
573,estudios,,,,,,False,,False,,,,False,False,False,,,
574,estudios,,,,,,False,,False,,,,False,False,False,,,
575,estudios,,,,,,False,,False,,,,False,False,False,,,
576,estudios,,,,,,False,,False,,,,False,False,False,,,
577,estudios,,,,,,False,,False,,,,False,False,False,,,
578,estudios,,,,,,False,,False,,,,False,False,False,,,
579,estudios,,,,,,False,,False,,,,False,False,False,,,
580,estudios,,,,,,False,,False,,,,False,False,False,,,
581,estudios,,,,,,False,,False,,,,False,False,False,,,
582,estudios,,,,,,False,,False,,,,False,False,False,,,
583,estudios,,,,,,False,,False,,,,False,False,False,,,
584,estudios,,,,,,False,,False,,,,False,False,False,,,
585,estudios,,,,,,False,,False,,,,False,False,False,,,
586,estudios,,,,,,False,,False,,,,False,False,False,,,
587,estudios,,,,,,False,,False,,,,False,False,False,,,
588,estudios,,,,,,False,,False,,,,False,False,False,,,
589,estudios,,,,,,False,,False,,,,False,False,False,,,
590,estudios,,,,,,False,,False,,,,False,False,False,,,
591,estudios,,,,,,False,,False,,,,False,False,False,,,
592,estudios,,,,,,False,,False,,,,False,False,False,,,
593,estudios,,,,,,False,,False,,,,False,False,False,,,
594,estudios,,,,,,False,,False,,,,False,False,False,,,
595,estudios,,,,,,False,,False,,,,False,False,False,,,
596,estudios,,,,,,False,,False,,,,False,False,False,,,
597,estudios,,,,,,False,,False,,,,False,False,False,,,
598,estudios,,,,,,False,,False,,,,False,False,False,,,
599,estudios,,,,,,False,,False,,,,False,False,False,,,
600,estudios,,,,,,False,,False,,,,False,False,False,,,
601,estudios,,,,,,False,,False,,,,False,False,False,,,
602,estudios,,,,,,False,,False,,,,False,False,False,,,
603,estudios,,,,,,False,,False,,,,False,False,False,,,
604,estudios,,,,,,False,,False,,,,False,False,False,,,
605,estudios,,,,,,False,,False,,,,False,False,False,,,
606,estudios,,,,,,False,,False,,,,False,False,False,,,
607,estudios,,,,,,False,,False,,,,False,False,False,,,
608,estudios,,,,,,False,,False,,,,False,False,False,,,
609,estudios,,,,,,False,,False,,,,False,False,False,,,
610,estudios,,,,,,False,,False,,,,False,False,False,,,
611,estudios,,,,,,False,,False,,,,False,False,False,,,
612,estudios,,,,,,False,,False,,,,False,False,False,,,
613,estudios,,,,,,False,,False,,,,False,False,False,,,
614,estudios,,,,,,False,,False,,,,False,False,False,,,
615,estudios,,,,,,False,,False,,,,False,False,False,,,
616,estudios,,,,,,False,,False,,,,False,False,False,,,
617,estudios,,,,,,False,,False,,,,False,False,False,,,
618,estudios,,,,,,False,,False,,,,False,False,False,,,
619,estudios,,,,,,False,,False,,,,False,False,False,,,
620,estudios,,,,,,False,,False,,,,False,False,False,,,
621,estudios,,,,,,False,,False,,,,False,False,False,,,
622,estudios,,,,,,False,,False,,,,False,False,False,,,
623,estudios,,,,,,False,,False,,,,False,False,False,,,
624,estudios,,,,,,False,,False,,,,False,False,False,,,
625,estudios,,,,,,False,,False,,,,False,False,False,,,
626,estudios,,,,,,False,,False,,,,False,False,False,,,
627,estudios,,,,,,False,,False,,,,False,False,False,,,
628,estudios,,,,,,False,,False,,,,False,False,False,,,
629,estudios,,,,,,False,,False,,,,False,False,False,,,
630,estudios,,,,,,False,,False,,,,False,False,False,,,
631,estudios,,,,,,False,,False,,,,False,False,False,,,
632,estudios,,,,,,False,,False,,,,False,False,False,,,
633,estudios,,,,,,False,,False,,,,False,False,False,,,
634,estudios,,,,,,False,,False,,,,False,False,False,,,
635,estudios,,,,,,False,,False,,,,False,False,False,,,
636,estudios,,,,,,False,,False,,,,False,False,False,,,
637,estudios,,,,,,False,,False,,,,False,False,False,,,
638,estudios,,,,,,False,,False,,,,False,False,False,,,
639,estudios,,,,,,False,,False,,,,False,False,False,,,
640,estudios,,,,,,False,,False,,,,False,False,False,,,
641,estudios,,,,,,False,,False,,,,False,False,False,,,
642,estudios,,,,,,False,,False,,,,False,False,False,,,
643,estudios,,,,,,False,,False,,,,False,False,False,,,
644,estudios,,,,,,False,,False,,,,False,False,False,,,
645,estudios,,,,,,False,,False,,,,False,False,False,,,
646,estudios,,,,,,False,,False,,,,False,False,False,,,
647,estudios,,,,,,False,,False,,,,False,False,False,,,
648,estudios,,,,,,False,,False,,,,False,False,False,,,
649,estudios,,,,,,False,,False,,,,False,False,False,,,
650,estudios,,,,,,False,,False,,,,False,False,False,,,
651,estudios,,,,,,False,,False,,,,False,False,False,,,
652,estudios,,,,,,False,,False,,,,False,False,False,,,
653,estudios,,,,,,False,,False,,,,False,False,False,,,
654,estudios,,,,,,False,,False,,,,False,False,False,,,
655,estudios,,,,,,False,,False,,,,False,False,False,,,
656,estudios,,,,,,False,,False,,,,False,False,False,,,
657,estudios,,,,,,False,,False,,,,False,False,False,,,
658,estudios,,,,,,False,,False,,,,False,False,False,,,
659,estudios,,,,,,False,,False,,,,False,False,False,,,
660,estudios,,,,,,False,,False,,,,False,False,False,,,
661,estudios,,,,,,False,,False,,,,False,False,False,,,
662,estudios,,,,,,False,,False,,,,False,False,False,,,
663,estudios,,,,,,False,,False,,,,False,False,False,,,
664,estudios,,,,,,False,,False,,,,False,False,False,,,
665,estudios,,,,,,False,,False,,,,False,False,False,,,
666,estudios,,,,,,False,,False,,,,False,False,False,,,
667,estudios,,,,,,False,,False,,,,False,False,False,,,
668,estudios,,,,,,False,,False,,,,False,False,False,,,
669,estudios,,,,,,False,,False,,,,False,False,False,,,
670,estudios,,,,,,False,,False,,,,False,False,False,,,
671,estudios,,,,,,False,,False,,,,False,False,False,,,
672,estudios,,,,,,False,,False,,,,False,False,False,,,
673,estudios,,,,,,False,,False,,,,False,False,False,,,
674,estudios,,,,,,False,,False,,,,False,False,False,,,
675,estudios,,,,,,False,,False,,,,False,False,False,,,
676,estudios,,,,,,False,,False,,,,False,False,False,,,
677,estudios,,,,,,False,,False,,,,False,False,False,,,
678,estudios,,,,,,False,,False,,,,False,False,False,,,
679,estudios,,,,,,False,,False,,,,False,False,False,,,
680,estudios,,,,,,False,,False,,,,False,False,False,,,
681,estudios,,,,,,False,,False,,,,False,False,False,,,
682,estudios,,,,,,False,,False,,,,False,False,False,,,
683,estudios,,,,,,False,,False,,,,False,False,False,,,
684,estudios,,,,,,False,,False,,,,False,False,False,,,
685,estudios,,,,,,False,,False,,,,False,False,False,,,
686,estudios,,,,,,False,,False,,,,False,False,False,,,
687,estudios,,,,,,False,,False,,,,False,False,False,,,
688,estudios,,,,,,False,,False,,,,False,False,False,,,
689,estudios,,,,,,False,,False,,,,False,False,False,,,
690,estudios,,,,,,False,,False,,,,False,False,False,,,
691,estudios,,,,,,False,,False,,,,False,False,False,,,
692,estudios,,,,,,False,,False,,,,False,False,False,,,
693,estudios,,,,,,False,,False,,,,False,False,False,,,
694,estudios,,,,,,False,,False,,,,False,False,False,,,
695,estudios,,,,,,False,,False,,,,False,False,False,,,
696,estudios,,,,,,False,,False,,,,False,False,False,,,
697,estudios,,,,,,False,,False,,,,False,False,False,,,
698,estudios,,,,,,False,,False,,,,False,False,False,,,
699,estudios,,,,,,False,,False,,,,False,False,False,,,
700,estudios,,,,,,False,,False,,,,False,False,False,,,
701,estudios,,,,,,False,,False,,,,False,False,False,,,
702,estudios,,,,,,False,,False,,,,False,False,False,,,
703,estudios,,,,,,False,,False,,,,False,False,False,,,
704,estudios,,,,,,False,,False,,,,False,False,False,,,
705,estudios,,,,,,False,,False,,,,False,False,False,,,
706,estudios,,,,,,False,,False,,,,False,False,False,,,
707,estudios,,,,,,False,,False,,,,False,False,False,,,
