record_key,programa,anio,mes,recolector,municipio_origen,zona_codigo,material,cantidad,pagado_unit_gtq,precio_vendido_unit_gtq,gtq_total_pagados,ingreso_total_venta,ingreso_cooperativa,source_sheet,source_row
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Plástico soplado (PEAD)|165,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Plástico soplado (PEAD),0.39,30,30,11.700000000000001,11.700000000000001,0,Compras,165
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Cartón |166,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Cartón ,27.78,8,8,222.24,222.24,0,Compras,166
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Quintal vidrio TR|167,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Quintal vidrio TR,42.77,17,20,727.09,855.4000000000001,128.31000000000006,Compras,167
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Quintal vidrio AM|168,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Quintal vidrio AM,3.05,15,20,45.75,61,15.25,Compras,168
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Quintal vidrio VER|169,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Quintal vidrio VER,14.1,10,15,141,211.5,70.5,Compras,169
Cooperativa Atitlán Recicla|FEB|LL - San Marcos la Laguna|Quintal vidrio sucio|170,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,LL - San Marcos la Laguna,LL,Quintal vidrio sucio,2.1,10,10,21,21,0,Compras,170
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|PET transparente|171,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,PET transparente,4,40,40,160,160,0,Compras,171
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|PET celeste|172,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,PET celeste,0.15,20,20,3,3,0,Compras,172
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Plástico duro (PP)|173,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Plástico duro (PP),0.1,35,35,3.5,3.5,0,Compras,173
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Plástico soplado (PEAD)|174,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Plástico soplado (PEAD),0.3,35,35,10.5,10.5,0,Compras,174
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Chatarra 2da. |175,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Chatarra 2da. ,0.35,20,20,7,7,0,Compras,175
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Aluminio latas|176,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Aluminio latas,2,370,400,740,800,60,Compras,176
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Cartón |177,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Cartón ,10,10,10,100,100,0,Compras,177
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|cartoncillo|178,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,cartoncillo,0.15,5,5,0.75,0.75,0,Compras,178
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Papel mixto |179,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Papel mixto ,4.4,25,25,110.00000000000001,110.00000000000001,0,Compras,179
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Quintal vidrio VER|180,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Quintal vidrio VER,30,10,10,300,300,0,Compras,180
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Quintal vidrio mixto|181,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Quintal vidrio mixto,120,22,22,2640,2640,0,Compras,181
Cooperativa Atitlán Recicla|FEB|ZS - Santiago Atitlán|Quintal vidrio sucio|182,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - Santiago Atitlán,ZS,Quintal vidrio sucio,27,8,8,216,216,0,Compras,182
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|PET transparente|183,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,PET transparente,29,50,50,1450,1450,0,Compras,183
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|PET celeste|184,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,PET celeste,2.25,20,20,45,45,0,Compras,184
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|PET verde|185,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,PET verde,3,15,15,45,45,0,Compras,185
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Plástico duro (PP)|186,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Plástico duro (PP),2.25,35,40,78.75,90,11.25,Compras,186
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Plástico soplado (PEAD)|187,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Plástico soplado (PEAD),3.5,35,40,122.5,140,17.5,Compras,187
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Chatarra 2da. |188,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Chatarra 2da. ,35,20,20,700,700,0,Compras,188
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Aluminio latas|189,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Aluminio latas,2,370,400,740,800,60,Compras,189
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Quintal vidrio VER|190,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Quintal vidrio VER,47,10,10,470,470,0,Compras,190
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Quintal vidrio mixto|191,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Quintal vidrio mixto,45,23,23,1035,1035,0,Compras,191
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Quintal vidrio mixto|192,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Quintal vidrio mixto,30,22,22,660,660,0,Compras,192
Cooperativa Atitlán Recicla|FEB|ZS - San Lucas Tolimán|Quintal vidrio sucio|193,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,ZS - San Lucas Tolimán,ZS,Quintal vidrio sucio,15,8,8,120,120,0,Compras,193
Cooperativa Atitlán Recicla|FEB|T - Panajachel|PET transparente|194,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,PET transparente,14.64,40,40,585.6,585.6,0,Compras,194
Cooperativa Atitlán Recicla|FEB|T - Panajachel|PET celeste|195,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,PET celeste,6.92,20,20,138.4,138.4,0,Compras,195
Cooperativa Atitlán Recicla|FEB|T - Panajachel|PET verde|196,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,PET verde,5,15,15,75,75,0,Compras,196
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Plástico duro (PP)|197,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Plástico duro (PP),0,40,50,0,0,0,Compras,197
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Plástico duro (PP)|198,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Plástico duro (PP),7,50,50,350,350,0,Compras,198
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Plástico soplado (PEAD)|199,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Plástico soplado (PEAD),7.78,40,40,311.2,311.2,0,Compras,199
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Galones de aceite |200,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Galones de aceite ,0.55,20,25,11,13.750000000000002,2.7500000000000018,Compras,200
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Cartón |201,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Cartón ,219.1,10,10,2191,2191,0,Compras,201
Cooperativa Atitlán Recicla|FEB|T - Panajachel|cartoncillo|202,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,cartoncillo,0.4,5,5,2,2,0,Compras,202
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Papel mixto |203,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Papel mixto ,35.24,30,30,1057.2,1057.2,0,Compras,203
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Quintal vidrio TR|204,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Quintal vidrio TR,280.03,23,23,6440.69,6440.69,0,Compras,204
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Quintal vidrio AM|205,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Quintal vidrio AM,4.57,23,23,105.11000000000001,105.11000000000001,0,Compras,205
Cooperativa Atitlán Recicla|FEB|T - Panajachel|Quintal vidrio VER|206,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Panajachel,T,Quintal vidrio VER,18.68,10,10,186.8,186.8,0,Compras,206
Cooperativa Atitlán Recicla|FEB|T - Santa Clara la Laguna|Quintal vidrio TR|207,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,T - Santa Clara la Laguna,T,Quintal vidrio TR,42,22,22,924,924,0,Compras,207
Cooperativa Atitlán Recicla|FEB|T - Santa María Visitación|PET transparente|208,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa María Visitación,T,PET transparente,7.3,35,40,255.5,292,36.5,Compras,208
Cooperativa Atitlán Recicla|FEB|T - Santa María Visitación|Plástico duro (PP)|209,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa María Visitación,T,Plástico duro (PP),1.6,30,35,48,56,8,Compras,209
Cooperativa Atitlán Recicla|FEB|T - Santa María Visitación|Plástico soplado (PEAD)|210,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa María Visitación,T,Plástico soplado (PEAD),2,30,35,60,70,10,Compras,210
Cooperativa Atitlán Recicla|FEB|T - Santa María Visitación|Quintal vidrio TR|211,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa María Visitación,T,Quintal vidrio TR,5,20,22,100,110,10,Compras,211
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|PET transparente|212,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,PET transparente,4.34,35,40,151.9,173.6,21.69999999999999,Compras,212
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|PET verde|213,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,PET verde,0.75,15,15,11.25,11.25,0,Compras,213
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|Cartón |214,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,Cartón ,5.56,10,10,55.599999999999994,55.599999999999994,0,Compras,214
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|Plástico soplado (PEAD)|215,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,Plástico soplado (PEAD),1.47,30,35,44.1,51.449999999999996,7.349999999999994,Compras,215
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|Quintal vidrio TR|216,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,Quintal vidrio TR,16.17,20,22,323.40000000000003,355.74,32.339999999999975,Compras,216
Cooperativa Atitlán Recicla|FEB|T - Santa Lucía Utatlán|Quintal vidrio AM|217,Cooperativa Atitlán Recicla,2026,FEB,Municipalidad,T - Santa Lucía Utatlán,T,Quintal vidrio AM,4.63,20,22,92.6,101.86,9.260000000000005,Compras,217
Cooperativa Atitlán Recicla|FEB|K - Sololá|PET transparente|218,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,PET transparente,2.8,40,40,112,112,0,Compras,218
Cooperativa Atitlán Recicla|FEB|K - Sololá|PET celeste|219,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,PET celeste,0.61,20,20,12.2,12.2,0,Compras,219
Cooperativa Atitlán Recicla|FEB|K - Sololá|PET verde|220,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,PET verde,0.72,15,15,10.799999999999999,10.799999999999999,0,Compras,220
Cooperativa Atitlán Recicla|FEB|K - Sololá|Plástico duro (PP)|221,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Plástico duro (PP),4.72,35,35,165.2,165.2,0,Compras,221
Cooperativa Atitlán Recicla|FEB|K - Sololá|Plástico soplado (PEAD)|222,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Plástico soplado (PEAD),1.85,35,35,64.75,64.75,0,Compras,222
Cooperativa Atitlán Recicla|FEB|K - Sololá|Chatarra 2da. |223,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Chatarra 2da. ,1.85,20,20,37,37,0,Compras,223
Cooperativa Atitlán Recicla|FEB|K - Sololá|Aluminio latas|224,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Aluminio latas,0.57,370,400,210.89999999999998,227.99999999999997,17.099999999999994,Compras,224
Cooperativa Atitlán Recicla|FEB|K - Sololá|Cartón |225,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Cartón ,35.5,10,10,355,355,0,Compras,225
Cooperativa Atitlán Recicla|FEB|K - Sololá|cartoncillo|226,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,cartoncillo,12.75,5,5,63.75,63.75,0,Compras,226
Cooperativa Atitlán Recicla|FEB|K - Sololá|Papel mixto |227,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Papel mixto ,8.5,25,25,212.5,212.5,0,Compras,227
Cooperativa Atitlán Recicla|FEB|K - Sololá|Quintal vidrio VER|228,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Quintal vidrio VER,6.44,10,10,64.4,64.4,0,Compras,228
Cooperativa Atitlán Recicla|FEB|K - Sololá|Quintal vidrio mixto|229,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Quintal vidrio mixto,27.42,22,22,603.24,603.24,0,Compras,229
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET transparente|230,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET transparente,0.6,40,40,24,24,0,Compras,230
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET celeste|231,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET celeste,0.25,20,20,5,5,0,Compras,231
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET verde|232,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET verde,0.06,15,15,0.8999999999999999,0.8999999999999999,0,Compras,232
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico duro (PP)|233,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico duro (PP),0.12,35,35,4.2,4.2,0,Compras,233
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico soplado (PEAD)|234,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico soplado (PEAD),0.42,35,35,14.7,14.7,0,Compras,234
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Cartón |235,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Cartón ,1.62,10,10,16.200000000000003,16.200000000000003,0,Compras,235
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|cartoncillo|236,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,cartoncillo,0.4,5,5,2,2,0,Compras,236
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio VER|237,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio VER,10,10,10,100,100,0,Compras,237
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio mixto|238,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio mixto,5.81,22,22,127.82,127.82,0,Compras,238
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|PET transparente|239,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,PET transparente,0.52,40,40,20.8,20.8,0,Compras,239
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico duro (PP)|240,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico duro (PP),0.19,35,35,6.65,6.65,0,Compras,240
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico soplado (PEAD)|241,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico soplado (PEAD),0.55,35,35,19.25,19.25,0,Compras,241
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Cartón |242,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Cartón ,9.53,10,10,95.3,95.3,0,Compras,242
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Papel mixto |243,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Papel mixto ,3.59,25,25,89.75,89.75,0,Compras,243
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio VER|244,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio VER,3,10,10,30,30,0,Compras,244
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio mixto|245,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio mixto,19.41,22,22,427.02,427.02,0,Compras,245
